cuestionario;factor;zona;campo;genero;filtro_a;p1edad;edadr;filtro_b;filtro_c;voluntad;p2;p2_1;p2_1_1;p2_2;p2_2_1;p3;p4;p5;p6;p7;p7_1;p7_2;p7_2_1;p7_2_2;p7_2_3;p7_2_4;p7_3;p7_3_1;p7_3_2;p8;p9estrato;p10;p11;p11_1;p12;p12_1;p12_2;p13;p14;p15;p15_1;p16;p16_1;p17;p17_v2_1;p17_v2_2;p17_v2_3;p17_v3;p17_v3_otro;p17_v4;p17_v5;p17_v6;p17_v7;p17_v7_1;p18;p18_p1;p18_p2;p18_p3;p18_p4;p18_c1;p19comuna;p20;p20_1;p20_1_otro;p21;p22;p23;p23_1;p23_2;p24;p25;p25_1;p25_2;p25_3;p25_4;p26;p27;p27_1;p27_2;p27_3;p27_4;p27_5;p27_6;p27_7;p27_8;p27_9;p27_10;p27_otro;p28p28_1;p28p28_2;p28p28_3;p28p28_4;p28p28_5;p28p28_6;p28p28_7;p28p28_8;p28p28_9;p29;p29_otro;p30;p30_otro;p31;p32;p33;p33_otro;p34;p34_otro;p35;p35_otro;p36;p37;p38p38_1;p38p38_2;p38p38_3;p38p38_4;p38p38_5;p38p38_6;p38p38_7;p38p38_99;p38_99_otro;p39;p39_1;p39_otro;p39_1_2;p39_1_1;p39_1_otro;p39_2;p40;p41;p47latitude;p47longitude;p47altitude;p47accuracy
403;425.919.659;Urbana Oriente;Presencial en hogares;Femenino;Si;24;18 - 24 años;No;Si;Si;Si;Valle;Pradera;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria completa;No;Trabajar y estudiar;Empleado en empresa, gobierno u organización;De lunes a viernes;;;;;;;;Con otros familiares diferentes a sus hijos o pareja;Estrato 3;Menos de 100 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;Si, motocicleta;0;;2;2;Moto 2T;;125 cc;;Gasolina corriente;;2022;Cali;Conductor;Nunca;;25;;;;;;Comuna 6;Cali;Otros;Cerca al Centro Comercial Chipichape;Dos;Menos de 1 km;Ir a trabajar;;;Muy Satisfecho;La comodidad (confort);La distancia que debe recorrer;;;;La exposición a condiciones climáticas desfavorables (lluvia o calor);Tiempos de espera largos o inciertos;Exposición a condiciones climáticas desfavorables (lluvia o calor);;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;4;Muy importante;3;Muy importante;4;Moto 2T;;Es el medio de transporte que utiliza;;Uso de aerosoles y productos químicos;Moderado;Camión pesado;;Automóvil;;Falta de infraestructura (andenes, ciclorutas, etc.);;Nada Importante;3;No;No;No;No;No;No;No;No;;;;;;;;Si;Mujer;No;34.899.797;-764.920.779;9.792.000.122;18.618
404;5.079.884.185;Centro Ampliado;Presencial en hogares;Femenino;Si;37;35 - 44 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Secundaria completa;No;Hacer trabajo doméstico en su propio hogar;;;;;;;;;;Con su pareja, sus hijos y otros familiares;Estrato 3;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;0;;Transporte público (MIO);;;;;;;;;;;;15;15;20;5;;Comuna 3;Cali;Otros;Hospital departamental;Uno;Entre 1 y 3 km;A una cita médica, tomarse examenes o reclamar medicamentos para usted mismo;;;Muy Satisfecho;La distancia que debe recorrer;El tiempo de viaje;;;;Nada me disgusta;Exposición a condiciones climáticas desfavorables (lluvia o calor);Costos altos;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Transporte público (MIO);;Es el medio de transporte que utiliza;;No sabe /no responde;Moderado;Camión liviano;;Campero/ Camioneta (SUV);;Falta de infraestructura (andenes, ciclorutas, etc.);;2;4;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.397.288;-765.374.496;1.010.099.976;25.479
405;271.502.511;Ladera;Presencial en hogares;Femenino;Si;32;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Tecnológico;No;Trabajar;Empleado en empresa, gobierno u organización;De lunes a sábado;;;;;;;;Con su pareja;Estrato 2;Menos de 100 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;Si, motocicleta;0;;2;2;Moto 2T;;125 cc;;Gasolina corriente;;2023;Otro municipio;Conductor;Nunca;;25;;;;;;Comuna 18;Cali;Otros;San Nicolás;Uno;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;El tiempo de viaje;La distancia que debe recorrer;;;;La vulnerabilidad frente accidentes de tránsito;Tiempos de viaje largos o inciertos;;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;4;Muy importante;3;4;Muy importante;Moto 2T;;Es el medio de transporte que utiliza;;Vertederos (basureros) y rellenos sanitarios;Moderado;Camión liviano;;Campero/ Camioneta (SUV);;Otro. ¿Cuál?;Lo largo de los viajes;Nada Importante;2;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;33.903.866;-765.557.737;1.003.799.988;11.483
406;271.502.511;Ladera;Presencial en hogares;Femenino;Si;40;35 - 44 años;No;Si;Si;Si;Valle;Cali;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria incompleta;No;Hacer trabajo doméstico en su propio hogar;;;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 2;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Transporte público (MIO);;;;;;;;;;;;15;25;20;5;;Comuna 1;Cali;Otros;Barrio Tequendama;Uno;Menos de 1 km;A una cita médica, tomarse examenes o reclamar medicamentos para usted mismo;;;Muy Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);La distancia que debe recorrer;;;;Las condiciones de incomodidad;Costos altos;Exposición a condiciones climáticas desfavorables (lluvia o calor);;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil en plataforma (Ejemplo:Uber);;Costos asociados;;Los vehículos que circulan en la ciudad;Alto;Mio Cable;;Campero/ Camioneta (SUV);;Inseguridad;;2;2;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;33.903.787;-765.557.865;9.993.999.634;11.51
407;2.586.719.062;Urbana Corredor;Presencial en hogares;Femenino;Si;28;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Universitario;No;Trabajar;Trabajador independiente o por cuenta propia;De lunes a domingo;;;;;;;;Con su pareja;Estrato 4;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;Sí, auto y motocicleta;Si de auto y motocicleta;1;2;0;;Automóvil;No sabe / No responde;;;Gasolina corriente;;2022;Cali;Conductor;Algunas veces;1;60;;;;;;Comuna 19;Cali;Otros;Centro de Cali;Uno;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;La comodidad (confort);La autonomía o control sobre el viaje;;;;El costo de uso u operación;Exposición a condiciones climáticas desfavorables (lluvia o calor);Tiempos de viaje largos o inciertos;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil;;Es el medio de transporte que utiliza;;Empresas manufactureras;Bajo;Transporte público colectivo busetas;;Campero/ Camioneta (SUV);;Falta de infraestructura (andenes, ciclorutas, etc.);;3;4;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;33.981.602;-765.466.727;9.957.999.878;11.488
408;2.586.719.062;Urbana Corredor;Presencial en hogares;Femenino;Si;24;18 - 24 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Secundaria completa;No;Estudiar;;;;;;;De lunes a viernes;;;Con otros familiares diferentes a sus hijos o pareja;Estrato 4;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;Sí, auto y motocicleta;No;1;1;1;1;Transporte público (MIO);;;;;;;;;;;;5;5;45;1;;Comuna 19;Cali;Otros;A la universidad ICESI;Uno;Menos de 1 km;Ir a estudiar;;;Satisfecho;Restricciones de circulación (Ejemplo: pico y placa);;;;;El tiempo de espera;Congestión de tráfico;;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 4T;;Otra razón ¿Cuál?;No se manejar;Empresas manufactureras;Moderado;Camión pesado;;Campero/ Camioneta (SUV);;Inseguridad;;Nada Importante;Muy importante;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;339.814;-765.466.712;9.957.999.878;10.893
409;3.206.701.964;Urbana Corredor;Presencial en hogares;Femenino;Si;32;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Indígena;No;Secundaria completa;No;Trabajar y estudiar;Empleado en empresa, gobierno u organización;De lunes a viernes;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 3;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;No;No;1;1;1;1;Transporte público (MIO);;;;;;;;;;;;10;20;30;10;;Comuna 5;Cali;Otros;Centro de Cali;Dos;Entre 1 y 3 km;Ir a trabajar;;;Satisfecho;Otro;;;;;El tiempo de espera;Costos altos;Exposición a condiciones climáticas desfavorables (lluvia o calor);;;;;;;;;;;Muy importante;Muy importante;Muy importante;4;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil;;Otra razón ¿Cuál?;No se manejar;Incineración de residuos;Alto;Camión liviano;;Automóvil;;Falta de infraestructura (andenes, ciclorutas, etc.);;2;Nada Importante;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.816.165;-764.979.263;1.011.700.012;8.6
410;425.919.659;Urbana Oriente;Presencial en hogares;Femenino;Si;38;35 - 44 años;No;Si;Si;Si;Valle;Palmira;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria completa;Si;Hacer trabajo doméstico en su propio hogar;;;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 3;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Moto 4T;;125 cc;;Gasolina corriente;;2025;Otro municipio;Acompañante (pasajero o parrilero);Algunas veces;1;15;;;;;;Comuna 6;Cali;Otros;Centro Comercial 14 de Calima;Uno;Menos de 1 km;A realizar actividades recreativas y culturales (ir a cine, a un concierto, una presentación etc);;;Muy Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;La exposición a condiciones climáticas desfavorables (lluvia o calor);Multitud de personas;Costos altos;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 4T;;Es el medio de transporte que utiliza;;Vertederos (basureros) y rellenos sanitarios;Bajo;Camión pesado;;Guala o pirata;;Falta de información;;3;Muy importante;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.899.043;-764.924.666;951.6;8.7
411;425.919.659;Urbana Oriente;Presencial en hogares;Femenino;Si;43;35 - 44 años;No;Si;Si;Si;Valle;Cali;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Tecnológico;No;Trabajar;Empleado en empresa, gobierno u organización;De lunes a sábado;;;;;;;;Con sus hijos y otros familiares;Estrato 3;Menos de 100 mil pesos;No;;Dificultad permanente para moverse (por ejemplo utiliza silla de ruedas, muleta, caminadores);;;Sí, motocicleta;Si, motocicleta;0;;2;2;Moto 2T;;Menos de 125 cc;;Gasolina corriente;;2020;Cali;Conductor;Algunas veces;2;10;;;;;;Comuna 6;Cali;Otros;Centro Empresa;Uno;Menos de 1 km;Ir a trabajar;;;Totalmente satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;La vulnerabilidad frente accidentes de tránsito;Tiempos de viaje largos o inciertos;Esfuerzo físico agotador;Ser víctima de situaciones de acoso o violencia;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 2T;;Es el medio de transporte que utiliza;;No sabe /no responde;Bajo;Camión liviano;;Campero/ Camioneta (SUV);;Inseguridad;;2;3;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.898.017;-7.649.233;951.6;8.6
412;5.079.884.185;Centro Ampliado;Presencial en hogares;Femenino;Si;41;35 - 44 años;No;Si;Si;Si;Valle;Buenaventura;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);Si;Secundaria completa;Si;Hacer trabajo doméstico en su propio hogar;;;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 3;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Automóvil en plataforma (Ejemplo:Uber, Yango, Didi, InDriver);;;;;;;;;;;15;;;;;;Comuna 3;Cali;Otros;Sanitas de Tequendama;No salgo del hogar con frecuencia;Entre 1 y 3 km;A realizar algún trámite personal;;;Satisfecho;El tiempo de viaje;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;La vulnerabilidad frente accidentes de tránsito;Tiempos de espera largos o inciertos;Congestión de tráfico;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil;;Otra razón ¿Cuál?;No tengo carro;Empresas manufactureras;Moderado;Mio Cable;;Campero/ Camioneta (SUV);;Inseguridad;;Nada Importante;3;No sabe;No sabe;No sabe;No sabe;No sabe;No sabe;No sabe;No sabe;;;;;;;;No;Mujer;No;34.392.217;-765.371.467;984;82
413;5.079.884.185;Centro Ampliado;Presencial en hogares;Femenino;Si;27;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Secundaria completa;No;Estudiar;;;;;;;De lunes a viernes;;;Con otros familiares diferentes a sus hijos o pareja;Estrato 3;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Transporte público (MIO);;;;;;;;;;;;10;5;35;15;;Comuna 3;Cali;Otros;Universidad del Valle;Uno;Entre 1 y 3 km;Ir a estudiar;;;Muy Satisfecho;El tiempo de viaje;;;;;La percepción de inseguridad personal (robo o atraco, acoso o violencia de algún tipo);Multitud de personas;Congestión de tráfico;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil;;Otra razón ¿Cuál?;Apenas me estoy preparando para comprarlo;Empresas manufactureras;Moderado;Automóvil en plataforma (Ejemplo:Uber);;Automóvil;;Otro. ¿Cuál?;Por que Cali es muy grande y necesariamente hay que utilizar transporte;Nada Importante;3;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.394.767;-765.374.349;984;25.05
414;271.502.511;Ladera;Presencial en hogares;Femenino;Si;31;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Secundaria completa;No;Trabajar;Empleado(a) doméstico;De lunes a sábado;;;;;;;;Sola(o) con sus hijas o hijos;Estrato 2;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;0;;Transporte público (MIO);;;;;;;;;;;;5;20;45;12;;Comuna 18;Cali;Comuna 17;;Uno;Entre 1 y 3 km;Ir a trabajar;;;Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;El tiempo de espera;Congestión de tráfico;Tiempos de espera largos o inciertos;;;;;;;;;;;Muy importante;Muy importante;4;4;Muy importante;Muy importante;4;4;4;Automóvil;;Costos asociados;;Construcciones y obras civiles o demoliciones;Bajo;Camión liviano;;Taxi;;Inseguridad;;Nada Importante;2;No;No;No;No;No;No;No;No;;;;;;;;Si;Mujer;No;33.903.726;-765.557.911;9.988.999.634;11.764
415;271.502.511;Ladera;Presencial en hogares;Femenino;Si;24;18 - 24 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Secundaria completa;No;Está desempleado;;;;;;;;;;Con otros familiares diferentes a sus hijos o pareja;Estrato 2;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Caminata;;;;;;;;;;;;;;;;90;Comuna 18;Cali;Otros;Centro Comercial Mall Plaza;Uno;Menos de 1 km;A buscar trabajo;;;Nada Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;Otra razón;Costos altos;;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 4T;;Costos asociados;;Los vehículos que circulan en la ciudad;Nulo;Mio Cable;;Automóvil;;Falta de información;;Nada Importante;Nada Importante;No;No;No;No;No;No;No;No;;;;;;;;Si;Mujer;No;33.903.755;-765.557.814;1.003.700.012;11.485
416;2.586.719.062;Urbana Corredor;Presencial en hogares;Femenino;Si;37;35 - 44 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Universitario;No;Trabajar;Trabajador independiente o por cuenta propia;De lunes a domingo;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 4;Entre 300 mil y 500 mil pesos;No;;Ninguna dificultad;;;Sí, auto y motocicleta;Si de auto y motocicleta;2;2;0;;Automóvil;No sabe / No responde;;;Gasolina corriente;;2021;Cali;Conductor;Algunas veces;1;60;;;;;;Comuna 19;Cali;Otros;Ciudad jardín;Dos;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;La comodidad (confort);La autonomía o control sobre el viaje;;;;El costo de uso u operación;Ser víctima de situaciones de acoso o violencia;Ser víctima de robo o atraco;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Automóvil;;Es el medio de transporte que utiliza;;Uso de aerosoles y productos químicos;Bajo;Camión pesado;;Campero/ Camioneta (SUV);;Inseguridad;;2;Muy importante;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;3.398.061;-765.468.599;1004.5;83.333
417;2.586.719.062;Urbana Corredor;Presencial en hogares;Femenino;Si;31;25 - 34 años;No;Si;Si;Si;Valle;Cali;;;Ninguna de las anteriores;No;Técnico profesional;No;Trabajar;Profesional independiente (por ejemplo, por prestación de servicios);De lunes a sábado;;;;;;;;Con su pareja;Estrato 4;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;Si, motocicleta;0;;2;2;Moto 4T;;150 cc;;Gasolina corriente;;2021;Cali;Conductor;Algunas veces;1;30;;;;;;Comuna 19;Cali;Otros;Avenida 6;Dos;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);El tiempo de viaje;;;;La exposición a condiciones climáticas desfavorables (lluvia o calor);Tiempos de viaje largos o inciertos;Ser víctima de situaciones de acoso o violencia;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 4T;;Es el medio de transporte que utiliza;;Vertederos (basureros) y rellenos sanitarios;Moderado;Mio Cable;;Campero/ Camioneta (SUV);;Inseguridad;;Nada Importante;3;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;33.977.852;-765.468.172;1004.5;88.7
418;5.079.884.185;Centro Ampliado;Presencial en hogares;Femenino;Si;33;25 - 34 años;No;Si;Si;Si;Valle;Buenaventura;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Técnico profesional;Si;Trabajar;Empleado en empresa, gobierno u organización;De lunes a viernes;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 3;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;No;No;0;;1;1;Transporte público (MIO);;;;;;;;;;;;8;10;60;5;;Comuna 8;Cali;Otros;Granada;Uno;Entre 1 y 3 km;Ir a trabajar;;;Poco Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;El tiempo de espera;Tiempos de espera largos o inciertos;Multitud de personas;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto en plataforma (Ejemplo: Didi);;Costos asociados;;Vertederos (basureros) y rellenos sanitarios;Moderado;Campero/ Camioneta (SUV);;Automóvil;;Inseguridad;;2;3;No;Si;No;No;Si;No;No;No;;En los paraderos o estaciones;;;No tomó ninguna acción;;;No;Mujer;No;343.778;-765.184.517;865.5;9.8
419;5.660.793.001;Urbana Oriente;Presencial en hogares;Femenino;Si;20;18 - 24 años;No;Si;Si;Si;Valle;Cali;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria incompleta;Si;Está desempleado;;;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 1;Menos de 100 mil pesos;No;;Ninguna dificultad;;;No;No;0;;0;;Transporte público (MIO);;;;;;;;;;;;10;20;35;10;;Comuna 14;Cali;Otros;Centro de Cali;Uno;Menos de 1 km;A realizar compras;;;Poco Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;La percepción de inseguridad personal (robo o atraco, acoso o violencia de algún tipo);Costos altos;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;Moto 4T;;Costos asociados;;Vertederos (basureros) y rellenos sanitarios;Moderado;Transporte público colectivo busetas;;Campero/ Camioneta (SUV);;Inseguridad;;Nada Importante;2;No;No;No;No;No;No;No;No;;;;;;;;Si;Mujer;No;34.132.033;-76.480.235;980.8;5.4
420;5.921.933.934;Urbana Oriente;Presencial en hogares;Femenino;Si;29;25 - 34 años;No;Si;Si;Si;Cauca;Popayán;;;Indígena;No;Secundaria completa;No;Trabajar;Trabajador independiente o por cuenta propia;De lunes a sábado;;;;;;;;Con su pareja y sus hijos o hijas;Estrato 2;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;Si, motocicleta;0;;2;2;Moto 2T;;125 cc;;Gasolina corriente;;2019;Cali;Conductor;Algunas veces;1;25;;;;;;Comuna 7;Cali;Otros;Sena;Dos;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;La comodidad (confort);La distancia que debe recorrer;;;;La exposición a condiciones climáticas desfavorables (lluvia o calor);Tiempos de espera largos o inciertos;Congestión de tráfico;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 2T;;Es el medio de transporte que utiliza;;Vertederos (basureros) y rellenos sanitarios;Moderado;Camión liviano;;Automóvil;;Inseguridad;;Nada Importante;2;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.439.088;-76.482.618;980.799.987.792.968;24.096
421;5.921.933.934;Urbana Oriente;Presencial en hogares;Femenino;Si;24;18 - 24 años;No;Si;Si;Si;Valle;Cali;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria completa;No;Trabajar;Profesional independiente (por ejemplo, por prestación de servicios);De lunes a domingo;;;;;;;;Sola(o) con sus hijas o hijos;Estrato 2;Entre 100 y 300 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;Si, motocicleta;0;;1;2;Moto 2T;;125 cc;;Gasolina corriente;;2024;Cali;Conductor;Nunca;;40;;;;;;Comuna 16;Cali;Comuna 15;;Tres;Entre 1 y 3 km;Ir a trabajar;;;Muy Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);La distancia que debe recorrer;;;;La exposición a condiciones climáticas desfavorables (lluvia o calor);Congestión de tráfico;Tiempos de espera largos o inciertos;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;4;Moto 2T;;Es el medio de transporte que utiliza;;Vertederos (basureros) y rellenos sanitarios;Bajo;Camión pesado;;Automóvil;;Condiciones climáticas;;3;3;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;34.006.012;-765.216.843;985.899.963.378.906;69.14
422;425.919.659;Urbana Oriente;Presencial en hogares;Femenino;Si;19;18 - 24 años;No;Si;Si;Si;Valle;Cali;;;Negro(a), mulalto(a), afrodescendiente, afrocolombiano(a);No;Secundaria completa;No;Estudiar;;;;;;;De lunes a viernes;;;Con otros familiares diferentes a sus hijos o pareja;Estrato 3;Menos de 100 mil pesos;No;;Ninguna dificultad;;;Sí, motocicleta;No;0;;1;1;Transporte público (MIO);;;;;;;;;;;;10;25;40;5;;Comuna 15;Cali;Otros;San Fernando;Uno;Entre 1 y 3 km;Ir a estudiar;;;Satisfecho;El costo (sus posibilidades económicas o capacidad adquisitiva);;;;;El tiempo de espera;Costos altos;;;;;;;;;;;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Moto 2T;;Costos asociados;;Vertederos (basureros) y rellenos sanitarios;Moderado;Camión liviano;;Taxi;;Inseguridad;;Nada Importante;3;No;No;No;No;No;No;No;No;;;;;;;;No;Mujer;No;3.400.125;-765.088.983;10.038.999.633.789;7.5
